Week Ending,Provider State,Residents Weekly Confirmed COVID-19,Residents Weekly All Deaths,Residents Weekly COVID-19 Deaths,Total Number of Occupied Beds
2021-01-24,DC,55.0,17.0,8.0,1968.0
2021-01-24,DE,76.0,36.0,19.0,3259.0
2021-01-24,FL,850.0,340.0,116.0,63389.0
2021-01-24,GA,686.0,254.0,113.0,26748.0
2021-01-24,GU,0.0,0.0,0.0,9.0
2021-01-24,HI,0.0,17.0,3.0,3201.0
2021-01-24,IA,182.0,172.0,42.0,19355.0
2021-01-24,ID,9.0,17.0,6.0,3325.0
2021-01-24,IL,705.0,372.0,120.0,56198.0
2021-01-24,IN,408.0,321.0,139.0,32160.0
2021-01-24,KS,168.0,127.0,60.0,14313.0
2021-01-24,KY,334.0,171.0,59.0,19474.0
2021-01-24,LA,266.0,189.0,57.0,21672.0
2021-01-24,MA,343.0,292.0,101.0,30153.0
2021-01-24,MD,351.0,209.0,64.0,19916.0
2021-01-24,ME,63.0,62.0,26.0,4938.0
2021-01-24,MI,272.0,274.0,81.0,30203.0
2021-01-24,MN,85.0,181.0,43.0,19541.0
2021-01-24,MO,298.0,250.0,83.0,32477.0
2021-01-24,MS,337.0,111.0,58.0,13220.0
2021-01-24,MT,10.0,21.0,3.0,3089.0
2021-01-24,NC,845.0,384.0,201.0,30362.0
2021-01-24,ND,6.0,26.0,4.0,4431.0
2021-01-24,NE,46.0,75.0,16.0,9345.0
2021-01-24,NH,117.0,71.0,29.0,5213.0
2021-01-24,NJ,406.0,297.0,82.0,34743.0
2021-01-24,NM,38.0,28.0,14.0,4379.0
2021-01-24,NV,51.0,30.0,10.0,4792.0
2021-01-24,NY,1597.0,905.0,371.0,85544.0
2021-01-24,OH,699.0,673.0,254.0,59563.0
2021-01-24,OK,223.0,179.0,80.0,14805.0
2021-01-24,OR,61.0,49.0,41.0,6373.0
2021-01-24,PA,1170.0,812.0,320.0,61296.0
2021-01-24,PR,0.0,0.0,0.0,66.0
2021-01-24,RI,149.0,58.0,26.0,5985.0
2021-01-24,SC,525.0,159.0,69.0,14669.0
2021-01-24,SD,13.0,26.0,4.0,4620.0
2021-01-24,TN,402.0,310.0,141.0,22601.0
2021-01-24,TX,1589.0,756.0,304.0,74400.0
2021-01-24,UT,68.0,29.0,13.0,4923.0
2021-01-24,VA,496.0,230.0,110.0,22960.0
2021-01-24,VT,1.0,10.0,1.0,2162.0
2021-01-24,WA,113.0,94.0,16.0,12130.0
2021-01-24,WI,123.0,183.0,41.0,18066.0
2021-01-24,WV,99.0,90.0,25.0,7897.0
2021-01-24,WY,21.0,22.0,8.0,1922.0
2021-01-31,AK,9.0,4.0,0.0,662.0
2021-01-31,AL,270.0,198.0,100.0,18739.0
2021-01-31,AR,200.0,155.0,54.0,14028.0
2021-01-31,AZ,173.0,94.0,29.0,10255.0
2021-01-31,CA,900.0,575.0,216.0,82707.0
2021-01-31,CO,104.0,90.0,27.0,13290.0
2021-01-31,CT,177.0,153.0,62.0,17863.0
2021-01-31,DC,38.0,17.0,7.0,1940.0
2021-01-31,DE,49.0,38.0,16.0,3372.0
2021-01-31,FL,703.0,364.0,86.0,63466.0
2021-01-31,GA,450.0,239.0,96.0,26767.0
2021-01-31,GU,0.0,0.0,0.0,7.0
2021-01-31,HI,0.0,9.0,1.0,3191.0
2021-01-31,IA,111.0,171.0,39.0,19376.0
2021-01-31,ID,10.0,19.0,2.0,3500.0
2021-01-31,IL,354.0,411.0,117.0,55396.0
2021-01-31,IN,283.0,282.0,122.0,32996.0
2021-01-31,KS,81.0,127.0,43.0,14305.0
2021-01-31,KY,155.0,170.0,58.0,19561.0
2021-01-31,LA,206.0,153.0,36.0,21780.0
2021-01-31,MA,202.0,250.0,71.0,29980.0
2021-01-31,MD,200.0,159.0,44.0,20034.0
2021-01-31,ME,56.0,66.0,20.0,4951.0
2021-01-31,MI,286.0,233.0,60.0,30356.0
2021-01-31,MN,46.0,163.0,20.0,19783.0
2021-01-31,MO,214.0,210.0,51.0,32331.0
2021-01-31,MS,171.0,126.0,57.0,13074.0
2021-01-31,MT,3.0,14.0,3.0,3135.0
2021-01-31,NC,557.0,366.0,157.0,30307.0
2021-01-31,ND,6.0,40.0,1.0,4440.0
2021-01-31,NE,27.0,76.0,13.0,9403.0
2021-01-31,NH,57.0,51.0,18.0,5193.0
2021-01-31,NJ,315.0,241.0,63.0,34811.0
2021-01-31,NM,32.0,34.0,14.0,4354.0
2021-01-31,NV,29.0,25.0,8.0,4805.0
2021-01-31,NY,1157.0,750.0,268.0,86199.0
2021-01-31,OH,499.0,459.0,128.0,59589.0
2021-01-31,OK,162.0,162.0,76.0,14868.0
2021-01-31,OR,55.0,46.0,26.0,6337.0
2021-01-31,PA,713.0,809.0,324.0,61551.0
2021-01-31,PR,0.0,0.0,0.0,88.0
2021-01-31,RI,60.0,47.0,17.0,5993.0
2021-01-31,SC,284.0,158.0,77.0,14700.0
2021-01-31,SD,7.0,40.0,2.0,4638.0
2021-01-31,TN,226.0,242.0,106.0,22666.0
2021-01-31,TX,1164.0,584.0,215.0,74342.0
2021-01-31,UT,74.0,34.0,10.0,4953.0
2021-01-31,VA,365.0,211.0,92.0,23107.0
2021-01-31,VT,2.0,16.0,0.0,2160.0
2021-01-31,WA,82.0,88.0,18.0,12278.0
2021-01-31,WI,80.0,147.0,22.0,18631.0
2021-01-31,WV,102.0,65.0,20.0,8036.0
2021-01-31,WY,9.0,15.0,1.0,1937.0
2021-02-07,AK,1.0,8.0,0.0,665.0
2021-02-07,AL,114.0,136.0,34.0,18663.0
2021-02-07,AR,181.0,86.0,21.0,14048.0
2021-02-07,AZ,75.0,75.0,15.0,10337.0
2021-02-07,CA,444.0,499.0,155.0,82897.0
2021-02-07,CO,65.0,120.0,33.0,13296.0
2021-02-07,CT,86.0,118.0,30.0,17901.0
2021-02-07,DC,10.0,10.0,5.0,1953.0
2021-02-07,DE,35.0,20.0,5.0,3360.0
2021-02-07,FL,415.0,347.0,94.0,64223.0
2021-02-07,GA,307.0,211.0,89.0,26847.0
2021-02-07,GU,0.0,0.0,0.0,9.0
2021-02-07,HI,0.0,13.0,0.0,3280.0
2021-02-07,IA,111.0,148.0,29.0,19225.0
2021-02-07,ID,9.0,19.0,5.0,3577.0
2021-02-07,IL,212.0,351.0,78.0,55124.0
2021-02-07,IN,147.0,275.0,80.0,32381.0
2021-02-07,KS,73.0,127.0,35.0,14321.0
2021-02-07,KY,81.0,131.0,24.0,19541.0
2021-02-07,LA,100.0,121.0,38.0,21795.0
2021-02-07,MA,145.0,234.0,48.0,29872.0
2021-02-07,MD,160.0,166.0,41.0,20124.0
2021-02-07,ME,42.0,36.0,4.0,4943.0
2021-02-07,MI,93.0,243.0,47.0,30431.0
2021-02-07,MN,44.0,150.0,14.0,20692.0
2021-02-07,MO,146.0,196.0,34.0,32293.0
2021-02-07,MS,87.0,82.0,30.0,13058.0
2021-02-07,MT,11.0,12.0,0.0,3160.0
2021-02-07,NC,273.0,337.0,133.0,30318.0
2021-02-07,ND,4.0,34.0,1.0,4435.0
2021-02-07,NE,16.0,68.0,5.0,9396.0
2021-02-07,NH,22.0,43.0,12.0,5194.0
2021-02-07,NJ,199.0,222.0,53.0,34807.0
2021-02-07,NM,13.0,19.0,0.0,4423.0
2021-02-07,NV,14.0,30.0,9.0,4853.0
2021-02-07,NY,823.0,752.0,224.0,87185.0
2021-02-07,OH,243.0,418.0,117.0,60014.0
2021-02-07,OK,96.0,149.0,63.0,15339.0
2021-02-07,OR,10.0,34.0,14.0,6423.0
2021-02-07,PA,419.0,686.0,181.0,61518.0
2021-02-07,PR,3.0,0.0,0.0,89.0
2021-02-07,RI,61.0,51.0,18.0,6009.0
2021-02-07,SC,108.0,151.0,58.0,14660.0
2021-02-07,SD,6.0,31.0,0.0,4681.0
2021-02-07,TN,118.0,204.0,42.0,22648.0
2021-02-07,TX,501.0,532.0,185.0,74047.0
2021-02-07,UT,48.0,17.0,3.0,4942.0
2021-02-07,VA,241.0,187.0,64.0,23277.0
2021-02-07,VT,4.0,14.0,0.0,2161.0
2021-02-07,WA,40.0,83.0,23.0,12328.0
2021-02-07,WI,42.0,149.0,21.0,18057.0
2021-02-07,WV,23.0,74.0,11.0,7978.0
2021-02-07,WY,15.0,14.0,4.0,1946.0
2021-02-14,AK,1.0,1.0,0.0,670.0
2021-02-14,AL,59.0,123.0,14.0,18638.0
2021-02-14,AR,117.0,74.0,17.0,13944.0
2021-02-14,AZ,61.0,68.0,17.0,10327.0
2021-02-14,CA,263.0,444.0,94.0,83152.0
2021-02-14,CO,40.0,81.0,17.0,13372.0
2021-02-14,CT,48.0,103.0,18.0,17941.0
2021-02-14,DC,7.0,6.0,3.0,1957.0
2021-02-14,DE,34.0,19.0,4.0,3373.0
2021-02-14,FL,220.0,323.0,64.0,63591.0
2021-02-14,GA,161.0,207.0,76.0,26847.0
2021-02-14,GU,0.0,0.0,0.0,10.0
2021-02-14,HI,0.0,16.0,0.0,3296.0
2021-02-14,IA,82.0,118.0,10.0,19398.0
2021-02-14,ID,0.0,12.0,0.0,3414.0
2021-02-14,IL,120.0,324.0,51.0,55391.0
2021-02-14,IN,56.0,245.0,62.0,32510.0
2021-02-14,KS,59.0,86.0,13.0,14293.0
2021-02-14,KY,74.0,99.0,17.0,19719.0
2021-02-14,LA,93.0,164.0,19.0,21721.0
2021-02-14,MA,78.0,177.0,20.0,30196.0
2021-02-14,MD,91.0,157.0,28.0,20218.0
2021-02-14,ME,32.0,43.0,8.0,5021.0
2021-02-14,MI,55.0,241.0,49.0,30345.0
2021-02-14,MN,19.0,122.0,8.0,20855.0
2021-02-14,MO,57.0,201.0,14.0,32297.0
2021-02-14,MS,37.0,110.0,35.0,13171.0
2021-02-14,MT,6.0,13.0,0.0,3168.0
2021-02-14,NC,132.0,290.0,113.0,30196.0
2021-02-14,ND,1.0,27.0,0.0,4416.0
2021-02-14,NE,3.0,72.0,3.0,9366.0
2021-02-14,NH,11.0,39.0,4.0,5244.0
2021-02-14,NJ,158.0,245.0,44.0,34896.0
2021-02-14,NM,6.0,22.0,3.0,4443.0
2021-02-14,NV,16.0,27.0,4.0,4833.0
2021-02-14,NY,596.0,632.0,148.0,86608.0
2021-02-14,OH,186.0,436.0,56.0,59839.0
2021-02-14,OK,51.0,114.0,22.0,14896.0
2021-02-14,OR,40.0,42.0,8.0,6419.0
2021-02-14,PA,225.0,653.0,129.0,61633.0
2021-02-14,PR,0.0,0.0,0.0,97.0
2021-02-14,RI,44.0,47.0,11.0,5940.0
2021-02-14,SC,77.0,121.0,32.0,14639.0
2021-02-14,SD,3.0,31.0,3.0,4708.0
2021-02-14,TN,85.0,167.0,25.0,22617.0
2021-02-14,TX,319.0,443.0,121.0,74033.0
2021-02-14,UT,32.0,31.0,15.0,4922.0
2021-02-14,VA,136.0,183.0,68.0,23338.0
2021-02-14,VT,3.0,5.0,0.0,2154.0
2021-02-14,WA,29.0,75.0,9.0,11966.0
2021-02-14,WI,24.0,105.0,8.0,17996.0
2021-02-14,WV,13.0,72.0,8.0,8044.0
2021-02-14,WY,26.0,9.0,1.0,1938.0
2021-02-21,AK,1.0,2.0,0.0,681.0
2021-02-21,AL,17.0,133.0,9.0,18756.0
2021-02-21,AR,30.0,74.0,14.0,13959.0
2021-02-21,AZ,54.0,63.0,16.0,10307.0
2021-02-21,CA,135.0,362.0,47.0,83583.0
2021-02-21,CO,31.0,67.0,2.0,13302.0
2021-02-21,CT,29.0,108.0,9.0,17941.0
2021-02-21,DC,0.0,11.0,1.0,1942.0
2021-02-21,DE,9.0,16.0,3.0,3385.0
2021-02-21,FL,185.0,230.0,25.0,63438.0
2021-02-21,GA,75.0,138.0,27.0,26905.0
2021-02-21,GU,0.0,0.0,0.0,8.0
2021-02-21,HI,0.0,17.0,1.0,3246.0
2021-02-21,IA,34.0,114.0,6.0,19396.0
2021-02-21,ID,1.0,18.0,1.0,3297.0
2021-02-21,IL,61.0,273.0,21.0,56291.0
2021-02-21,IN,41.0,217.0,37.0,32005.0
2021-02-21,KS,22.0,90.0,14.0,14415.0
2021-02-21,KY,37.0,115.0,12.0,19619.0
2021-02-21,LA,35.0,137.0,26.0,21701.0
2021-02-21,MA,57.0,168.0,12.0,30225.0
2021-02-21,MD,54.0,135.0,20.0,20267.0
2021-02-21,ME,8.0,46.0,4.0,5028.0
2021-02-21,MI,44.0,163.0,15.0,28535.0
2021-02-21,MN,10.0,151.0,3.0,19811.0
2021-02-21,MO,29.0,174.0,8.0,32324.0
2021-02-21,MS,31.0,73.0,22.0,13090.0
2021-02-21,MT,8.0,23.0,2.0,3174.0
2021-02-21,NC,75.0,229.0,45.0,30368.0
2021-02-21,ND,5.0,26.0,0.0,4449.0
2021-02-21,NE,9.0,60.0,5.0,9400.0
2021-02-21,NH,4.0,42.0,5.0,5276.0
2021-02-21,NJ,91.0,180.0,29.0,35077.0
2021-02-21,NM,23.0,20.0,0.0,4496.0
2021-02-21,NV,22.0,19.0,5.0,4899.0
2021-02-21,NY,379.0,594.0,95.0,86975.0
2021-02-21,OH,110.0,392.0,47.0,59916.0
2021-02-21,OK,25.0,110.0,23.0,14933.0
2021-02-21,OR,15.0,27.0,9.0,7344.0
2021-02-21,PA,133.0,583.0,87.0,61763.0
2021-02-21,PR,0.0,0.0,0.0,102.0
2021-02-21,RI,14.0,37.0,12.0,6066.0
2021-02-21,SC,48.0,100.0,10.0,14639.0
2021-02-21,SD,1.0,31.0,1.0,4700.0
2021-02-21,TN,51.0,179.0,13.0,22596.0
2021-02-21,TX,130.0,472.0,86.0,74001.0
2021-02-21,UT,6.0,17.0,0.0,4920.0
2021-02-21,VA,98.0,148.0,19.0,23432.0
2021-02-21,VT,0.0,19.0,1.0,2155.0
2021-02-21,WA,13.0,67.0,12.0,12096.0
2021-02-21,WI,9.0,128.0,12.0,18094.0
2021-02-21,WV,7.0,41.0,1.0,8101.0
2021-02-21,WY,14.0,15.0,5.0,1924.0
2021-02-28,AK,0.0,3.0,0.0,685.0
2021-02-28,AL,11.0,111.0,5.0,18777.0
2021-02-28,AR,38.0,80.0,5.0,14042.0
2021-02-28,AZ,47.0,52.0,7.0,10274.0
2021-02-28,CA,114.0,400.0,39.0,83903.0
2021-02-28,CO,13.0,86.0,9.0,13494.0
2021-02-28,CT,37.0,107.0,7.0,17971.0
2021-02-28,DC,7.0,8.0,2.0,1942.0
2021-02-28,DE,8.0,15.0,0.0,3404.0
2021-02-28,FL,67.0,218.0,19.0,63533.0
2021-02-28,GA,46.0,130.0,21.0,26813.0
2021-02-28,GU,0.0,0.0,0.0,10.0
2021-02-28,HI,0.0,19.0,0.0,3271.0
2021-02-28,IA,7.0,82.0,9.0,19388.0
2021-02-28,ID,3.0,5.0,0.0,3188.0
2021-02-28,IL,80.0,296.0,17.0,55606.0
2021-02-28,IN,30.0,203.0,28.0,33028.0
2021-02-28,KS,7.0,75.0,8.0,14438.0
2021-02-28,KY,43.0,108.0,11.0,19743.0
2021-02-28,LA,38.0,151.0,30.0,21634.0
2021-02-28,MA,46.0,165.0,10.0,30362.0
2021-02-28,MD,37.0,157.0,15.0,20313.0
2021-02-28,ME,3.0,39.0,3.0,5058.0
2021-02-28,MI,13.0,158.0,9.0,28112.0
2021-02-28,MN,13.0,152.0,5.0,19905.0
2021-02-28,MO,34.0,187.0,11.0,32273.0
2021-02-28,MS,12.0,56.0,16.0,12929.0
2021-02-28,MT,10.0,23.0,1.0,3224.0
2021-02-28,NC,70.0,185.0,44.0,30533.0
2021-02-28,ND,2.0,43.0,1.0,4447.0
2021-02-28,NE,12.0,61.0,2.0,9461.0
2021-02-28,NH,3.0,44.0,2.0,5302.0
2021-02-28,NJ,74.0,214.0,24.0,34959.0
2021-02-28,NM,4.0,24.0,9.0,4480.0
2021-02-28,NV,4.0,27.0,2.0,4924.0
2021-02-28,NY,293.0,543.0,69.0,87264.0
2021-02-28,OH,90.0,385.0,30.0,59732.0
2021-02-28,OK,19.0,91.0,12.0,14856.0
2021-02-28,OR,6.0,36.0,6.0,6464.0
2021-02-28,PA,76.0,525.0,46.0,61898.0
2021-02-28,PR,0.0,0.0,0.0,102.0
2021-02-28,RI,14.0,38.0,5.0,6090.0
2021-02-28,SC,34.0,100.0,3.0,14690.0
2021-02-28,SD,2.0,39.0,1.0,4708.0
2021-02-28,TN,42.0,163.0,14.0,22537.0
2021-02-28,TX,139.0,439.0,71.0,74288.0
2021-02-28,UT,4.0,29.0,12.0,4882.0
2021-02-28,VA,69.0,154.0,20.0,23535.0
2021-02-28,VT,1.0,13.0,0.0,2145.0
2021-02-28,WA,12.0,56.0,7.0,12123.0
2021-02-28,WI,4.0,115.0,8.0,18263.0
2021-02-28,WV,3.0,83.0,2.0,8127.0
2021-02-28,WY,1.0,10.0,0.0,1943.0
2021-03-07,AK,1.0,2.0,0.0,682.0
2021-03-07,AL,12.0,125.0,9.0,18798.0
2021-03-07,AR,44.0,69.0,9.0,14014.0
2021-03-07,AZ,25.0,60.0,7.0,10113.0
2021-03-07,CA,86.0,336.0,39.0,84027.0
2021-03-07,CO,3.0,74.0,2.0,13955.0
2021-03-07,CT,23.0,118.0,5.0,17912.0
2021-03-07,DC,3.0,7.0,2.0,1940.0
2021-03-07,DE,5.0,22.0,0.0,3406.0
2021-03-07,FL,67.0,231.0,16.0,63782.0
2021-03-07,GA,46.0,111.0,10.0,27087.0
2021-03-07,GU,0.0,0.0,0.0,9.0
2021-03-07,HI,0.0,13.0,0.0,3247.0
2021-03-07,IA,7.0,117.0,6.0,19507.0
2021-03-07,ID,1.0,11.0,0.0,3267.0
2021-03-07,IL,66.0,292.0,16.0,55521.0
2021-03-07,IN,23.0,223.0,27.0,32288.0
2021-03-07,KS,3.0,90.0,4.0,14496.0
2021-03-07,KY,49.0,107.0,4.0,19714.0
2021-03-07,LA,31.0,108.0,8.0,21392.0
2021-03-07,MA,23.0,163.0,12.0,30436.0
2021-03-07,MD,16.0,113.0,12.0,20251.0
2021-03-07,ME,4.0,53.0,3.0,5077.0
2021-03-07,MI,22.0,171.0,10.0,27952.0
2021-03-07,MN,8.0,152.0,4.0,20752.0
2021-03-07,MO,19.0,159.0,1.0,32417.0
2021-03-07,MS,15.0,56.0,11.0,13284.0
2021-03-07,MT,3.0,8.0,1.0,3239.0
2021-03-07,NC,40.0,188.0,13.0,30517.0
2021-03-07,ND,9.0,30.0,0.0,4466.0
2021-03-07,NE,1.0,50.0,0.0,9563.0
2021-03-07,NH,15.0,43.0,1.0,5331.0
2021-03-07,NJ,81.0,196.0,19.0,34878.0
2021-03-07,NM,6.0,19.0,0.0,4476.0
2021-03-07,NV,16.0,16.0,0.0,4917.0
2021-03-07,NY,248.0,492.0,38.0,87630.0
2021-03-07,OH,61.0,332.0,17.0,59822.0
2021-03-07,OK,20.0,73.0,5.0,14957.0
2021-03-07,OR,2.0,33.0,2.0,6468.0
2021-03-07,PA,88.0,477.0,40.0,61807.0
2021-03-07,PR,0.0,0.0,0.0,115.0
2021-03-07,RI,13.0,39.0,2.0,6068.0
2021-03-07,SC,28.0,104.0,5.0,14675.0
2021-03-07,SD,0.0,30.0,0.0,4708.0
2021-03-07,TN,17.0,164.0,10.0,22646.0
2021-03-07,TX,94.0,388.0,64.0,74610.0
2021-03-07,UT,0.0,20.0,0.0,4955.0
2021-03-07,VA,48.0,149.0,18.0,23667.0
2021-03-07,VT,3.0,23.0,0.0,2139.0
2021-03-07,WA,13.0,81.0,6.0,12226.0
2021-03-07,WI,18.0,121.0,2.0,18104.0
2021-03-07,WV,5.0,59.0,3.0,8154.0
2021-03-07,WY,3.0,4.0,0.0,1940.0
2021-03-14,AK,5.0,2.0,0.0,683.0
2021-03-14,AL,16.0,108.0,7.0,18889.0
2021-03-14,AR,33.0,64.0,15.0,14062.0
2021-03-14,AZ,34.0,46.0,3.0,10210.0
2021-03-14,CA,71.0,253.0,11.0,84511.0
2021-03-14,CO,8.0,70.0,1.0,13490.0
2021-03-14,CT,38.0,89.0,1.0,17845.0
2021-03-14,DC,5.0,7.0,0.0,1953.0
2021-03-14,DE,7.0,18.0,0.0,3435.0
2021-03-14,FL,58.0,235.0,15.0,63777.0
2021-03-14,GA,29.0,101.0,7.0,26865.0
2021-03-14,GU,0.0,0.0,0.0,10.0
2021-03-14,HI,0.0,19.0,0.0,3268.0
2021-03-14,IA,6.0,96.0,0.0,19495.0
2021-03-14,ID,5.0,16.0,1.0,3283.0
2021-03-14,IL,44.0,208.0,12.0,55436.0
2021-03-14,IN,10.0,169.0,19.0,32223.0
2021-03-14,KS,2.0,95.0,7.0,14394.0
2021-03-14,KY,25.0,88.0,6.0,19902.0
2021-03-14,LA,12.0,103.0,5.0,21832.0
2021-03-14,MA,14.0,177.0,6.0,30546.0
2021-03-14,MD,16.0,116.0,12.0,20328.0
2021-03-14,ME,5.0,31.0,0.0,5110.0
2021-03-14,MI,30.0,152.0,2.0,27309.0
2021-03-14,MN,10.0,137.0,6.0,20069.0
2021-03-14,MO,17.0,166.0,2.0,33686.0
2021-03-14,MS,3.0,51.0,6.0,13336.0
2021-03-14,MT,1.0,13.0,1.0,3241.0
2021-03-14,NC,44.0,175.0,3.0,30798.0
2021-03-14,ND,2.0,31.0,2.0,4487.0
2021-03-14,NE,1.0,68.0,0.0,9449.0
2021-03-14,NH,8.0,41.0,2.0,5347.0
2021-03-14,NJ,54.0,170.0,16.0,34787.0
2021-03-14,NM,9.0,18.0,0.0,4508.0
2021-03-14,NV,10.0,17.0,0.0,4924.0
2021-03-14,NY,188.0,507.0,43.0,87598.0
2021-03-14,OH,42.0,310.0,12.0,59855.0
2021-03-14,OK,14.0,89.0,4.0,14949.0
2021-03-14,OR,5.0,26.0,0.0,6471.0
2021-03-14,PA,79.0,447.0,28.0,62988.0
2021-03-14,PR,0.0,0.0,0.0,101.0
2021-03-14,RI,24.0,44.0,2.0,6093.0
2021-03-14,SC,15.0,79.0,2.0,14697.0
2021-03-14,SD,0.0,25.0,0.0,4728.0
2021-03-14,TN,12.0,151.0,5.0,22763.0
2021-03-14,TX,105.0,300.0,28.0,74764.0
2021-03-14,UT,12.0,12.0,0.0,4916.0
2021-03-14,VA,49.0,131.0,11.0,23800.0
2021-03-14,VT,4.0,14.0,0.0,2160.0
2021-03-14,WA,4.0,61.0,2.0,12294.0
2021-03-14,WI,12.0,103.0,3.0,18126.0
2021-03-14,WV,1.0,56.0,0.0,8207.0
2021-03-14,WY,0.0,16.0,1.0,1954.0
2021-03-21,AK,1.0,4.0,0.0,686.0
2021-03-21,AL,7.0,90.0,3.0,18980.0
2021-03-21,AR,29.0,62.0,2.0,14153.0
2021-03-21,AZ,19.0,50.0,1.0,10196.0
2021-03-21,CA,53.0,299.0,20.0,86013.0
2021-03-21,CO,11.0,63.0,0.0,13532.0
2021-03-21,CT,31.0,83.0,1.0,17849.0
2021-03-21,DC,5.0,3.0,1.0,1964.0
2021-03-21,DE,0.0,12.0,0.0,3460.0
2021-03-21,FL,64.0,217.0,8.0,63712.0
2021-03-21,GA,9.0,118.0,7.0,26993.0
2021-03-21,GU,0.0,0.0,0.0,10.0
2021-03-21,HI,0.0,25.0,0.0,3286.0
2021-03-21,IA,17.0,83.0,0.0,19876.0
2021-03-21,ID,1.0,12.0,1.0,3214.0
2021-03-21,IL,37.0,246.0,7.0,55462.0
2021-03-21,IN,14.0,168.0,14.0,32338.0
2021-03-21,KS,1.0,70.0,2.0,14194.0
2021-03-21,KY,9.0,92.0,5.0,19880.0
2021-03-21,LA,10.0,111.0,5.0,21760.0
2021-03-21,MA,30.0,161.0,4.0,30629.0
2021-03-21,MD,26.0,128.0,6.0,20330.0
2021-03-21,ME,4.0,32.0,0.0,5126.0
2021-03-21,MI,24.0,145.0,1.0,25808.0
2021-03-21,MN,23.0,125.0,3.0,19872.0
2021-03-21,MO,19.0,128.0,7.0,32425.0
2021-03-21,MS,12.0,46.0,2.0,13356.0
2021-03-21,MT,0.0,13.0,1.0,3260.0
2021-03-21,NC,25.0,184.0,6.0,30701.0
2021-03-21,ND,4.0,31.0,0.0,4496.0
2021-03-21,NE,0.0,55.0,0.0,9509.0
2021-03-21,NH,3.0,34.0,3.0,5387.0
2021-03-21,NJ,57.0,186.0,14.0,34823.0
2021-03-21,NM,8.0,16.0,0.0,4520.0
2021-03-21,NV,7.0,22.0,0.0,4953.0
2021-03-21,NY,183.0,473.0,33.0,87852.0
2021-03-21,OH,36.0,281.0,9.0,59885.0
2021-03-21,OK,8.0,64.0,2.0,15061.0
2021-03-21,OR,7.0,39.0,3.0,6471.0
2021-03-21,PA,81.0,482.0,24.0,61957.0
2021-03-21,PR,0.0,0.0,0.0,96.0
2021-03-21,RI,11.0,38.0,1.0,6078.0
2021-03-21,SC,14.0,74.0,2.0,14699.0
2021-03-21,SD,1.0,28.0,0.0,4723.0
2021-03-21,TN,25.0,158.0,4.0,22810.0
2021-03-21,TX,52.0,305.0,23.0,74954.0
2021-03-21,UT,0.0,21.0,0.0,4922.0
2021-03-21,VA,29.0,143.0,4.0,23869.0
2021-03-21,VT,2.0,14.0,0.0,2179.0
2021-03-21,WA,13.0,61.0,7.0,12348.0
2021-03-21,WI,6.0,118.0,3.0,18199.0
2021-03-21,WV,3.0,65.0,0.0,8246.0
2021-03-21,WY,0.0,10.0,0.0,1967.0
2021-03-28,AK,0.0,2.0,0.0,687.0
2021-03-28,AL,11.0,97.0,2.0,18956.0
2021-03-28,AR,22.0,58.0,9.0,14213.0
2021-03-28,AZ,9.0,32.0,2.0,10210.0
2021-03-28,CA,61.0,276.0,12.0,85404.0
2021-03-28,CO,11.0,62.0,0.0,13530.0
2021-03-28,CT,11.0,124.0,3.0,17831.0
2021-03-28,DC,0.0,4.0,0.0,1969.0
2021-03-28,DE,3.0,17.0,2.0,3445.0
2021-03-28,FL,34.0,223.0,8.0,64070.0
2021-03-28,GA,13.0,96.0,3.0,27014.0
2021-03-28,GU,0.0,0.0,0.0,10.0
2021-03-28,HI,1.0,13.0,0.0,3319.0
2021-03-28,IA,11.0,86.0,2.0,19559.0
2021-03-28,ID,0.0,7.0,0.0,3251.0
2021-03-28,IL,46.0,199.0,4.0,56562.0
2021-03-28,IN,11.0,174.0,8.0,32457.0
2021-03-28,KS,2.0,59.0,0.0,14399.0
2021-03-28,KY,9.0,87.0,4.0,19981.0
2021-03-28,LA,17.0,112.0,13.0,21845.0
2021-03-28,MA,16.0,163.0,7.0,30554.0
2021-03-28,MD,22.0,125.0,7.0,20387.0
2021-03-28,ME,14.0,39.0,1.0,5553.0
2021-03-28,MI,34.0,194.0,5.0,30447.0
2021-03-28,MN,11.0,121.0,3.0,20049.0
2021-03-28,MO,20.0,149.0,2.0,32534.0
2021-03-28,MS,1.0,39.0,3.0,13303.0
2021-03-28,MT,0.0,18.0,1.0,3231.0
2021-03-28,NC,22.0,151.0,6.0,31548.0
2021-03-28,ND,1.0,28.0,2.0,4504.0
2021-03-28,NE,0.0,57.0,1.0,9443.0
2021-03-28,NH,1.0,38.0,3.0,5760.0
2021-03-28,NJ,55.0,150.0,14.0,34720.0
2021-03-28,NM,7.0,25.0,0.0,4553.0
2021-03-28,NV,1.0,17.0,0.0,4960.0
2021-03-28,NY,200.0,522.0,29.0,88013.0
2021-03-28,OH,43.0,317.0,14.0,59929.0
2021-03-28,OK,7.0,71.0,3.0,15099.0
2021-03-28,OR,5.0,34.0,3.0,6484.0
2021-03-28,PA,82.0,501.0,14.0,62188.0
2021-03-28,PR,0.0,0.0,0.0,107.0
2021-03-28,RI,13.0,26.0,0.0,6118.0
2021-03-28,SC,8.0,61.0,1.0,14741.0
2021-03-28,SD,0.0,26.0,0.0,4686.0
2021-03-28,TN,33.0,141.0,5.0,22759.0
2021-03-28,TX,45.0,325.0,25.0,74689.0
