week,born,vax_cmr,unvax_cmr,vax_alive_start,unvax_alive_start,vax_dead_week,unvax_dead_week
2022-31,1945,2785,5633,454949,99957,243,108
2022-32,1945,2993,4072,454688,99879,261,78
2022-33,1945,2466,4336,454473,99796,215,83
2022-34,1945,2536,4340,454252,99713,221,83
2022-35,1945,2675,4343,454019,99630,233,83
2022-36,1945,2654,4924,453788,99536,231,94
2022-37,1945,2690,3984,453554,99460,234,76
2022-38,1945,2933,4880,453299,99367,255,93
2022-39,1945,2854,6041,453051,99252,248,115
2022-40,1945,2809,5048,452807,99156,244,96
2022-41,1945,2788,6212,452565,99038,242,118
2022-42,1945,2858,4426,452317,98954,248,84
2022-43,1945,2952,5380,452061,98852,256,102
2022-44,1945,2377,4223,451855,98772,206,80
2022-45,1945,2840,5707,451609,98664,246,108
2022-46,1945,3119,4654,451339,98576,270,88
2022-47,1945,3040,5029,451076,98481,263,95
2022-48,1945,3030,5936,450814,98369,262,112
2022-49,1945,3101,4881,450546,98277,268,92
2022-50,1945,3393,6215,450253,98160,293,117
2022-51,1945,3824,7340,449923,98022,330,138
2022-52,1945,3885,6977,449588,97891,335,131
2023-01,1945,3702,7414,449269,97752,319,139
2023-02,1945,3402,5820,448976,97643,293,109
2023-03,1945,3288,4810,448693,97553,283,90
2023-04,1945,3069,5136,448429,97457,264,96
2023-05,1945,2815,5034,448187,97363,242,94
2023-06,1945,3003,5307,447929,97264,258,99
2023-07,1945,3226,4560,447652,97179,277,85
2023-08,1945,3205,5747,447377,97072,275,107
2023-09,1945,3312,3977,447093,96998,284,74
2023-10,1945,3290,5758,446811,96891,282,107
2023-11,1945,2965,6142,446557,96777,254,114
2023-12,1945,2920,4529,446307,96693,250,84
2023-13,1945,3051,4533,446046,96609,261,84
2023-14,1945,3099,4321,445781,96529,265,80
2023-15,1945,3265,4000,445502,96455,279,74
2023-16,1945,3056,4382,445241,96374,261,81
2023-17,1945,2952,4711,444989,96287,252,87
2023-18,1945,2708,4335,444758,96207,231,80
2023-19,1945,2862,4339,444514,96127,244,80
2023-20,1945,2957,4343,444262,96047,252,80
2023-21,1945,2677,5053,444034,95954,228,93
2023-22,1945,2808,3915,443795,95882,239,72
2023-23,1945,2515,4735,443581,95795,214,87
2023-24,1945,2740,4576,443348,95711,233,84
2023-25,1945,2894,4362,443102,95631,246,80
2023-26,1945,2272,3491,442909,95567,193,64
2023-27,1945,2555,4368,442692,95487,217,80
2023-28,1945,3052,4426,442433,95406,259,81
2023-29,1945,2688,3828,442205,95336,228,70
2023-30,1945,2914,3174,441958,95278,247,58
2023-31,1945,2774,5149,441723,95184,235,94
2023-32,1945,2799,3837,441486,95114,237,70
2023-33,1945,2859,5378,441244,95016,242,98
2023-34,1945,3216,4393,440972,94936,272,80
2023-35,1945,2851,5057,440731,94844,241,92
2023-36,1945,2912,3575,440485,94779,246,65
2023-37,1945,2878,4129,440242,94704,243,75
2023-38,1945,2666,4132,440017,94629,225,75
2023-39,1945,2952,3418,439768,94567,249,62
2023-40,1945,2716,4249,439539,94490,229,77
2023-41,1945,3276,4694,439263,94405,276,85
2023-42,1945,3218,4588,438992,94322,271,83
2023-43,1945,3066,4703,438734,94237,258,85
2023-44,1945,3127,4762,438471,94151,263,86
2023-45,1945,2688,4878,438245,94063,226,88
2023-46,1945,3309,4438,437967,93983,278,80
2023-47,1945,3502,4720,437673,93898,294,85
2023-48,1945,3421,5892,437386,93792,287,106
2023-49,1945,3196,6066,437118,93683,268,109
2023-50,1945,3879,5962,436793,93576,325,107
2023-51,1945,3428,6527,436506,93459,287,117
2023-52,1945,3418,6256,436220,93347,286,112
2024-01,1945,3396,5591,435936,93247,284,100
2024-02,1945,3123,5429,435675,93150,261,97
2024-03,1945,3377,5267,435393,93056,282,94
2024-04,1945,3667,5553,435087,92957,306,99
2024-05,1945,3501,5952,434795,92851,292,106
2024-06,1945,3876,7085,434472,92725,323,126
2024-07,1945,3134,4502,434211,92645,261,80
2024-08,1945,3100,4562,433953,92564,258,81
2024-09,1945,3029,4284,433701,92488,252,76
2024-10,1945,2658,5474,433480,92391,221,97
2024-11,1945,3261,4631,433209,92309,271,82
2024-12,1945,2709,4636,432984,92227,225,82
2024-13,1945,3000,4810,432735,92142,249,85
2024-14,1945,3291,3794,432462,92075,273,67
2024-15,1945,2750,4988,432234,91987,228,88
2024-16,1945,2498,4198,432027,91913,207,74
2024-17,1945,2813,4144,431794,91840,233,73
2024-18,1945,2984,4147,431547,91767,247,73
2024-19,1945,2961,3923,431302,91698,245,69
2024-20,1945,2794,3983,431071,91628,231,70
2024-21,1945,3025,3872,430821,91560,250,68
2024-22,1945,2821,4103,430588,91488,233,72
2024-23,1945,2944,3421,430345,91428,243,60
2024-24,1945,2715,3367,430121,91369,224,59
2024-25,1945,2959,5026,429877,91281,244,88
2024-26,1945,3094,3258,429622,91224,255,57
2024-27,1945,2525,3088,429414,91170,208,54
2024-28,1945,2830,3892,429181,91102,233,68
2024-29,1945,2686,3665,428960,91038,221,64
2024-30,1945,2407,4241,428762,90964,198,74
2024-31,1945,2664,3613,428543,90901,219,63
2024-32,1945,2264,3271,428357,90844,186,57
2024-33,1945,2228,3446,428174,90784,183,60
2024-34,1945,2363,3793,427980,90718,194,66
2024-35,1945,2279,3278,427793,90661,187,57
2024-36,1945,1243,2186,427691,90623,102,38
2024-37,1945,1451,1611,427572,90595,119,28
2024-38,1945,1170,1208,427476,90574,96,21
2024-39,1945,914,1036,427401,90556,75,18
2024-40,1945,390,575,427369,90546,32,10
2024-41,1945,48,230,427365,90542,4,4
2021-24,1950,991,3871,509910,148139,97,110
2021-25,1950,971,4015,509815,148025,95,114
2021-26,1950,1002,3771,509717,147918,98,107
2021-27,1950,931,3527,509626,147818,91,100
2021-28,1950,910,2823,509537,147738,89,80
2021-29,1950,1084,3920,509431,147627,106,111
2021-30,1950,1156,3322,509318,147533,113,94
2021-31,1950,1372,3076,509184,147446,134,87
2021-32,1950,1311,3645,509056,147343,128,103
2021-33,1950,1403,3116,508919,147255,137,88
2021-34,1950,1199,2869,508802,147174,117,81
2021-35,1950,1127,2729,508692,147097,110,77
2021-36,1950,1435,3298,508552,147004,140,93
2021-37,1950,1364,3478,508419,146906,133,98
2021-38,1950,1272,3054,508295,146820,124,86
2021-39,1950,1282,3731,508170,146715,125,105
2021-40,1950,1365,3129,508037,146627,133,88
2021-41,1950,1427,3344,507898,146533,139,94
2021-42,1950,1365,3347,507765,146439,133,94
2021-43,1950,1499,3848,507619,146331,146,108
2021-44,1950,1489,4208,507474,146213,145,118
2021-45,1950,1809,5497,507298,146059,176,154
2021-46,1950,1542,6362,507148,145881,150,178
2021-47,1950,2067,6119,506947,145710,201,171
2021-48,1950,1841,6951,506768,145516,179,194
2021-49,1950,2007,7032,506573,145320,195,196
2021-50,1950,2038,6322,506375,145144,198,176
2021-51,1950,1514,5574,506228,144989,147,155
2021-52,1950,1720,5472,506061,144837,167,152
2022-01,1950,1607,4359,505905,144716,156,121
2022-02,1950,1618,4616,505748,144588,157,128
2022-03,1950,1712,4547,505582,144462,166,126
2022-04,1950,1444,4154,505442,144347,140,115
2022-05,1950,1713,4845,505276,144213,166,134
2022-06,1950,1631,4451,505118,144090,158,123
2022-07,1950,1393,4019,504983,143979,135,111
2022-08,1950,1363,4349,504851,143859,132,120
2022-09,1950,1343,3844,504721,143753,130,106
2022-10,1950,1570,4356,504569,143633,152,120
2022-11,1950,1685,3669,504406,143532,163,101
2022-12,1950,1623,4253,504249,143415,157,117
2022-13,1950,1748,3929,504080,143307,169,108
2022-14,1950,1407,3932,503944,143199,136,108
2022-15,1950,1624,3060,503787,143115,157,84
2022-16,1950,1915,2806,503602,143038,185,77
2022-17,1950,1636,3611,503444,142939,158,99
2022-18,1950,1522,3029,503297,142856,147,83
2022-19,1950,1782,4018,503125,142746,172,110
2022-20,1950,1575,3289,502973,142656,152,90
2022-21,1950,1503,2669,502828,142583,145,73
2022-22,1950,1389,2341,502694,142519,134,64
2022-23,1950,1597,2965,502540,142438,154,81
2022-24,1950,1639,3150,502382,142352,158,86
2022-25,1950,1401,2968,502247,142271,135,81
2022-26,1950,1588,3153,502094,142185,153,86
2022-27,1950,1537,2715,501946,142111,148,74
2022-28,1950,1496,2165,501802,142052,144,59
2022-29,1950,1704,3121,501638,141967,164,85
2022-30,1950,1674,3197,501477,141880,161,87
2022-31,1950,1747,2353,501309,141816,168,64
2022-32,1950,1591,4231,501156,141701,153,115
2022-33,1950,1363,2724,501025,141627,131,74
2022-34,1950,1447,2983,500886,141546,139,81
2022-35,1950,1541,2358,500738,141482,148,64
2022-36,1950,1677,2802,500577,141406,161,76
2022-37,1950,1667,3653,500417,141307,160,99
2022-38,1950,1917,3212,500233,141220,184,87
2022-39,1950,1741,3066,500066,141137,167,83
2022-40,1950,1867,3623,499887,141039,179,98
2022-41,1950,1638,3736,499730,140938,157,101
2022-42,1950,1555,2924,499581,140859,149,79
2022-43,1950,1691,2555,499419,140790,162,69
2022-44,1950,1535,3298,499272,140701,147,89
2022-45,1950,2016,3523,499079,140606,193,95
2022-46,1950,1599,3451,498926,140513,153,93
2022-47,1950,1777,3453,498756,140420,170,93
2022-48,1950,2070,3009,498558,140339,198,81
2022-49,1950,1809,3941,498385,140233,173,106
2022-50,1950,2281,3572,498167,140137,218,96
2022-51,1950,1999,3947,497976,140031,191,106
2022-52,1950,2084,4509,497777,139910,199,121
2023-01,1950,2242,3729,497563,139810,214,100
2023-02,1950,2065,3396,497366,139719,197,91
2023-03,1950,1824,3062,497192,139637,174,82
2023-04,1950,1919,3063,497009,139555,183,82
2023-05,1950,1710,3514,496846,139461,163,94
2023-06,1950,1753,2618,496679,139391,167,70
2023-07,1950,1848,3406,496503,139300,176,91
2023-08,1950,1575,2846,496353,139224,150,76
2023-09,1950,1933,3035,496169,139143,184,81
2023-10,1950,2018,3224,495977,139057,192,86
2023-11,1950,1661,3264,495819,138970,158,87
2023-12,1950,1830,2928,495645,138892,174,78
2023-13,1950,1873,2892,495467,138815,178,77
2023-14,1950,1652,3119,495310,138732,157,83
2023-15,1950,1716,2858,495147,138656,163,76
2023-16,1950,1822,2821,494974,138581,173,75
2023-17,1950,1696,2710,494813,138509,161,72
2023-18,1950,1950,3088,494628,138427,185,82
2023-19,1950,1666,2449,494470,138362,158,65
2023-20,1950,1518,2827,494326,138287,144,75
2023-21,1950,1434,2791,494190,138213,136,74
2023-22,1950,1583,2264,494040,138153,150,60
2023-23,1950,1499,2492,493898,138087,142,66
2023-24,1950,1362,2606,493769,138018,129,69
2023-25,1950,1690,2532,493609,137951,160,67
2023-26,1950,1585,3063,493459,137870,150,81
2023-27,1950,1670,2232,493301,137811,158,59
2023-28,1950,2072,2498,493105,137745,196,66
2023-29,1950,1523,2461,492961,137680,144,65
2023-30,1950,1968,2462,492775,137615,186,65
2023-31,1950,1630,2084,492621,137560,154,55
2023-32,1950,1789,2996,492452,137481,169,79
2023-33,1950,1694,2694,492292,137410,160,71
2023-34,1950,1939,2847,492109,137335,183,75
2023-35,1950,1695,2507,491949,137269,160,66
2023-36,1950,1611,2660,491797,137199,152,70
2023-37,1950,1601,2928,491646,137122,151,77
2023-38,1950,1877,3081,491469,137041,177,81
2023-39,1950,1411,2588,491336,136973,133,68
2023-40,1950,1698,3352,491176,136885,160,88
2023-41,1950,2039,3239,490984,136800,192,85
2023-42,1950,1699,2669,490824,136730,160,70
2023-43,1950,2061,3319,490630,136643,194,87
2023-44,1950,1594,3130,490480,136561,150,82
2023-45,1950,1988,2788,490293,136488,187,73
2023-46,1950,1744,2790,490129,136415,164,73
2023-47,1950,1958,3212,489945,136331,184,84
2023-48,1950,2065,3253,489751,136246,194,85
2023-49,1950,2162,2527,489548,136180,203,66
2023-50,1950,2003,2758,489360,136108,188,72
2023-51,1950,2099,3335,489163,136021,197,87
2023-52,1950,2271,3030,488950,135942,213,79
2024-01,1950,1888,3108,488773,135861,177,81
2024-02,1950,1985,2611,488587,135793,186,68
2024-03,1950,1814,2996,488417,135715,170,78
2024-04,1950,2242,3729,488207,135618,210,97
2024-05,1950,1923,3154,488027,135536,180,82
2024-06,1950,2127,3002,487828,135458,199,78
2024-07,1950,1817,3274,487658,135373,170,85
2024-08,1950,2053,3237,487466,135289,192,84
2024-09,1950,2001,3200,487279,135206,187,83
2024-10,1950,1851,2971,487106,135129,173,77
2024-11,1950,1734,2509,486944,135064,162,65
2024-12,1950,1510,2703,486803,134994,141,70
2024-13,1950,1457,2395,486667,134932,136,62
2024-14,1950,1768,2706,486502,134862,165,70
2024-15,1950,1618,3017,486351,134784,151,78
2024-16,1950,1640,2167,486198,134728,153,56
2024-17,1950,1866,2671,486024,134659,174,69
2024-18,1950,1727,2711,485863,134589,161,70
2024-19,1950,1975,2519,485679,134524,184,65
2024-20,1950,1686,2404,485522,134462,157,62
2024-21,1950,1944,2677,485341,134393,181,69
2024-22,1950,1601,3066,485192,134314,149,79
2024-23,1950,1687,2291,485035,134255,157,59
2024-24,1950,1645,2370,484882,134194,153,61
2024-25,1950,1828,2176,484712,134138,170,56
2024-26,1950,1732,2605,484551,134071,161,67
2024-27,1950,1356,2801,484425,133999,126,72
2024-28,1950,1496,2920,484286,133924,139,75
2024-29,1950,1712,2376,484127,133863,159,61
2024-30,1950,1648,2650,483974,133795,153,68
2024-31,1950,1411,2378,483843,133734,131,61
2024-32,1950,1250,2223,483727,133677,116,57
2024-33,1950,1283,2146,483608,133622,119,55
2024-34,1950,1261,1561,483491,133582,117,40
2024-35,1950,1154,1757,483384,133537,107,45
2024-36,1950,938,898,483297,133514,87,23
2024-37,1950,863,1640,483217,133472,80,42
2024-38,1950,550,742,483166,133453,51,19
2024-39,1950,561,781,483114,133433,52,20
2024-40,1950,248,273,483091,133426,23,7
2024-41,1950,10,39,483090,133425,1,1
2021-24,1955,634,2301,460336,179019,56,79
2021-25,1955,623,1777,460281,178958,55,61
2021-26,1955,600,2011,460228,178889,53,69
2021-27,1955,498,1924,460184,178823,44,66
2021-28,1955,691,1925,460123,178757,61,66
2021-29,1955,566,2042,460073,178687,50,70
2021-30,1955,736,2247,460008,178610,65,77
2021-31,1955,623,1722,459953,178551,55,59
2021-32,1955,702,2074,459891,178480,62,71
2021-33,1955,725,1724,459827,178421,64,59
2021-34,1955,725,2280,459763,178343,64,78
2021-35,1955,850,1784,459688,178282,75,61
2021-36,1955,680,1638,459628,178226,60,56
2021-37,1955,760,2078,459561,178155,67,71
2021-38,1955,658,2020,459503,178086,58,69
2021-39,1955,828,1903,459430,178021,73,65
2021-40,1955,862,1875,459354,177957,76,64
2021-41,1955,874,2198,459277,177882,77,75
2021-42,1955,976,2404,459191,177800,86,82
2021-43,1955,897,2171,459112,177726,79,74
2021-44,1955,942,2494,459029,177641,83,85
2021-45,1955,965,3524,458944,177521,85,120
2021-46,1955,920,3115,458863,177415,81,106
2021-47,1955,1159,3058,458761,177311,102,104
2021-48,1955,1114,3825,458663,177181,98,130
2021-49,1955,1159,3740,458561,177054,102,127
2021-50,1955,1148,3477,458460,176936,101,118
2021-51,1955,1342,3096,458342,176831,118,105
2021-52,1955,978,3334,458256,176718,86,113
2022-01,1955,785,3602,458187,176596,69,122
2022-02,1955,1047,2983,458095,176495,92,101
2022-03,1955,683,2541,458035,176409,60,86
2022-04,1955,819,2750,457963,176316,72,93
2022-05,1955,1161,2603,457861,176228,102,88
2022-06,1955,899,2723,457782,176136,79,92
2022-07,1955,865,2547,457706,176050,76,86
2022-08,1955,945,2370,457623,175970,83,80
2022-09,1955,774,2579,457555,175883,68,87
2022-10,1955,1071,2491,457461,175799,94,84
2022-11,1955,923,2670,457380,175709,81,90
2022-12,1955,1094,2167,457284,175636,96,73
2022-13,1955,1094,2465,457188,175553,96,83
2022-14,1955,1232,2109,457080,175482,108,71
2022-15,1955,981,2467,456994,175399,86,83
2022-16,1955,753,1367,456928,175353,66,46
2022-17,1955,970,1933,456843,175288,85,65
2022-18,1955,924,1874,456762,175225,81,63
2022-19,1955,1096,2232,456666,175150,96,75
2022-20,1955,925,1637,456585,175095,81,55
2022-21,1955,673,1400,456526,175048,59,47
2022-22,1955,902,1817,456447,174987,79,61
2022-23,1955,948,1728,456364,174929,83,58
2022-24,1955,777,1848,456296,174867,68,62
2022-25,1955,914,1461,456216,174818,80,49
2022-26,1955,948,1760,456133,174759,83,59
2022-27,1955,846,1551,456059,174707,74,52
2022-28,1955,869,1791,455983,174647,76,60
2022-29,1955,1029,1851,455893,174585,90,62
2022-30,1955,1006,2031,455805,174517,88,68
2022-31,1955,858,1344,455730,174472,75,45
2022-32,1955,961,2062,455646,174403,84,69
2022-33,1955,904,1974,455567,174337,79,66
2022-34,1955,824,1855,455495,174275,72,62
2022-35,1955,973,2215,455410,174201,85,74
2022-36,1955,870,2066,455334,174132,76,69
2022-37,1955,1065,2037,455241,174064,93,68
2022-38,1955,1031,2247,455151,173989,90,75
2022-39,1955,1054,2188,455059,173916,92,73
2022-40,1955,1088,2459,454964,173834,95,82
2022-41,1955,1043,1950,454873,173769,91,65
2022-42,1955,1169,2131,454771,173698,102,71
2022-43,1955,1055,2252,454679,173623,92,75
2022-44,1955,1043,1652,454588,173568,91,55
2022-45,1955,1066,1863,454495,173506,93,62
2022-46,1955,1159,1924,454394,173442,101,64
2022-47,1955,987,2015,454308,173375,86,67
2022-48,1955,1056,2166,454216,173303,92,72
2022-49,1955,1044,2347,454125,173225,91,78
2022-50,1955,1447,2589,453999,173139,126,86
2022-51,1955,1321,2169,453884,173067,115,72
2022-52,1955,1172,2622,453782,172980,102,87
2023-01,1955,1344,2835,453665,172886,117,94
2023-02,1955,1057,2353,453573,172808,92,78
2023-03,1955,1207,2535,453468,172724,105,84
2023-04,1955,989,1721,453382,172667,86,57
2023-05,1955,1058,2054,453290,172599,92,68
2023-06,1955,1231,1752,453183,172541,107,58
2023-07,1955,1162,1995,453082,172475,101,66
2023-08,1955,886,1905,453005,172412,77,63
2023-09,1955,886,2117,452928,172342,77,70
2023-10,1955,1197,1513,452824,172292,104,50
2023-11,1955,1151,1998,452724,172226,100,66
2023-12,1955,1025,1665,452635,172171,89,55
2023-13,1955,1048,1969,452544,172106,91,65
2023-14,1955,1002,2091,452457,172037,87,69
2023-15,1955,1164,2001,452356,171971,101,66
2023-16,1955,1037,1941,452266,171907,90,64
2023-17,1955,1026,1911,452177,171844,89,63
2023-18,1955,1014,2094,452089,171775,88,69
2023-19,1955,922,1639,452009,171721,80,54
2023-20,1955,1003,1549,451922,171670,87,51
2023-21,1955,957,1519,451839,171620,83,50
2023-22,1955,958,1854,451756,171559,83,61
2023-23,1955,935,1580,451675,171507,81,52
2023-24,1955,1027,1946,451586,171443,89,64
2023-25,1955,1143,2160,451487,171372,99,71
2023-26,1955,843,1734,451414,171315,73,57
2023-27,1955,1051,1796,451323,171256,91,59
2023-28,1955,878,1857,451247,171195,76,61
2023-29,1955,993,1858,451161,171134,86,61
2023-30,1955,739,1889,451097,171072,64,62
2023-31,1955,959,1554,451014,171021,83,51
2023-32,1955,1098,2165,450919,170950,95,71
2023-33,1955,971,2013,450835,170884,84,66
2023-34,1955,1133,1617,450737,170831,98,53
2023-35,1955,717,1618,450675,170778,62,53
2023-36,1955,1064,1740,450583,170721,92,57
2023-37,1955,821,1802,450512,170662,71,59
2023-38,1955,1180,1405,450410,170616,102,46
2023-39,1955,1007,1803,450323,170557,87,59
2023-40,1955,914,1896,450244,170495,79,62
2023-41,1955,1262,1835,450135,170435,109,60
2023-42,1955,1228,1958,450029,170371,106,64
2023-43,1955,1170,2082,449928,170303,101,68
2023-44,1955,1159,1531,449828,170253,100,50
2023-45,1955,1113,1991,449732,170188,96,65
2023-46,1955,1229,2084,449626,170120,106,68
2023-47,1955,1125,1717,449529,170064,97,56
2023-48,1955,1229,2300,449423,169989,106,75
2023-49,1955,1032,2178,449334,169918,89,71
2023-50,1955,1172,1841,449233,169858,101,60
2023-51,1955,1335,1750,449118,169801,115,57
2023-52,1955,1242,2058,449011,169734,107,67
2024-01,1955,987,2089,448926,169666,85,68
2024-02,1955,1045,2029,448836,169600,90,66
2024-03,1955,1417,2183,448714,169529,122,71
2024-04,1955,1208,2061,448610,169462,104,67
2024-05,1955,1220,1877,448505,169401,105,61
2024-06,1955,1267,2032,448396,169335,109,66
2024-07,1955,1302,2033,448284,169269,112,66
2024-08,1955,1163,1910,448184,169207,100,62
2024-09,1955,1024,1818,448096,169148,88,59
2024-10,1955,1035,2035,448007,169082,89,66
2024-11,1955,977,1727,447923,169026,84,56
2024-12,1955,884,2005,447847,168961,76,65
2024-13,1955,1176,1636,447746,168908,101,53
2024-14,1955,1036,1760,447657,168851,89,57
2024-15,1955,885,1729,447581,168795,76,56
2024-16,1955,908,1637,447503,168742,78,53
2024-17,1955,967,1607,447420,168690,83,52
2024-18,1955,1119,1113,447324,168654,96,36
2024-19,1955,1037,1082,447235,168619,89,35
2024-20,1955,932,1546,447155,168569,80,50
2024-21,1955,968,1547,447072,168519,83,50
2024-22,1955,898,1516,446995,168470,77,49
2024-23,1955,1073,1981,446903,168406,92,64
2024-24,1955,991,1486,446818,168358,85,48
2024-25,1955,910,1487,446740,168310,78,48
2024-26,1955,922,1425,446661,168264,79,46
2024-27,1955,887,1394,446585,168219,76,45
2024-28,1955,1051,1860,446495,168159,90,60
2024-29,1955,899,1426,446418,168113,77,46
2024-30,1955,852,1365,446345,168069,73,44
2024-31,1955,1028,1272,446257,168028,88,41
2024-32,1955,736,1707,446194,167973,63,55
2024-33,1955,689,993,446135,167941,59,32
2024-34,1955,783,1273,446068,167900,67,41
2024-35,1955,678,1397,446010,167855,58,45
2024-36,1955,654,714,445954,167832,56,23
2024-37,1955,502,994,445911,167800,43,32
2024-38,1955,350,528,445881,167783,30,17
2024-39,1955,421,372,445845,167771,36,12
2024-40,1955,198,310,445828,167761,17,10
2024-41,1955,11,62,445827,167759,1,2
2021-24,1960,364,1329,429081,231455,30,59
2021-25,1960,376,1216,429050,231401,31,54
2021-26,1960,328,1059,429023,231354,27,47
2021-27,1960,449,1217,428986,231300,37,54
2021-28,1960,388,1059,428954,231253,32,47
2021-29,1960,389,1127,428922,231203,32,50
2021-30,1960,401,1082,428889,231155,33,48
2021-31,1960,547,834,428844,231118,45,37
2021-32,1960,376,1038,428813,231072,31,46
2021-33,1960,291,1218,428789,231018,24,54
2021-34,1960,364,925,428759,230977,30,41
2021-35,1960,486,970,428719,230934,40,43
2021-36,1960,413,812,428685,230898,34,36
2021-37,1960,304,1016,428660,230853,25,45
2021-38,1960,377,948,428629,230811,31,42
2021-39,1960,389,1175,428597,230759,32,52
2021-40,1960,401,949,428564,230717,33,42
2021-41,1960,462,1062,428526,230670,38,47
2021-42,1960,535,1153,428482,230619,44,51
2021-43,1960,365,1266,428452,230563,30,56
2021-44,1960,547,1493,428407,230497,45,66
2021-45,1960,511,1561,428365,230428,42,69
2021-46,1960,620,1607,428314,230357,51,71
2021-47,1960,547,1947,428269,230271,45,86
2021-48,1960,608,1880,428219,230188,50,83
2021-49,1960,377,1858,428188,230106,31,82
2021-50,1960,560,2017,428142,230017,46,89
2021-51,1960,572,1950,428095,229931,47,86
2021-52,1960,535,1882,428051,229848,44,83
2022-01,1960,499,1497,428010,229782,41,66
2022-02,1960,597,1452,427961,229718,49,64
2022-03,1960,475,1294,427922,229661,39,57
2022-04,1960,524,1339,427879,229602,43,59
2022-05,1960,487,1203,427839,229549,40,53
2022-06,1960,414,1158,427805,229498,34,51
2022-07,1960,536,1204,427761,229445,44,53
2022-08,1960,609,1000,427711,229401,50,44
2022-09,1960,621,954,427660,229359,51,42
2022-10,1960,512,1318,427618,229301,42,58
2022-11,1960,548,1114,427573,229252,45,49
2022-12,1960,548,1069,427528,229205,45,47
2022-13,1960,695,1524,427471,229138,57,67
2022-14,1960,646,1251,427418,229083,53,55
2022-15,1960,524,1001,427375,229039,43,44
2022-16,1960,500,1138,427334,228989,41,50
2022-17,1960,597,1138,427285,228939,49,50
2022-18,1960,500,1093,427244,228891,41,48
2022-19,1960,549,1025,427199,228846,45,45
2022-20,1960,610,888,427149,228807,50,39
2022-21,1960,500,1002,427108,228763,41,44
2022-22,1960,561,1162,427062,228712,46,51
2022-23,1960,610,934,427012,228671,50,41
2022-24,1960,439,1322,426976,228613,36,58
2022-25,1960,574,912,426929,228573,47,40
2022-26,1960,500,1003,426888,228529,41,44
2022-27,1960,561,935,426842,228488,46,41
2022-28,1960,439,730,426806,228456,36,32
2022-29,1960,525,1095,426763,228408,43,48
2022-30,1960,586,913,426715,228368,48,40
2022-31,1960,537,913,426671,228328,44,40
2022-32,1960,476,1256,426632,228273,39,55
2022-33,1960,513,1142,426590,228223,42,50
2022-34,1960,403,1302,426557,228166,33,57
2022-35,1960,709,731,426499,228134,58,32
2022-36,1960,440,1143,426463,228084,36,50
2022-37,1960,672,1006,426408,228040,55,44
2022-38,1960,464,1349,426370,227981,38,59
2022-39,1960,587,1395,426322,227920,48,61
2022-40,1960,574,1167,426275,227869,47,51
2022-41,1960,415,1075,426241,227822,34,47
2022-42,1960,513,1282,426199,227766,42,56
2022-43,1960,489,961,426159,227724,40,42
2022-44,1960,526,1007,426116,227680,43,44
2022-45,1960,673,984,426061,227637,55,43
2022-46,1960,477,1053,426022,227591,39,46
2022-47,1960,526,1077,425979,227544,43,47
2022-48,1960,563,1100,425933,227496,46,48
2022-49,1960,697,1146,425876,227446,57,50
2022-50,1960,636,1169,425824,227395,52,51
2022-51,1960,636,1169,425772,227344,52,51
2022-52,1960,771,1674,425709,227271,63,73
2023-01,1960,649,963,425656,227229,53,42
2023-02,1960,465,1377,425618,227169,38,60
2023-03,1960,710,849,425560,227132,58,37
2023-04,1960,502,1400,425519,227071,41,61
2023-05,1960,686,1079,425463,227024,56,47
2023-06,1960,784,1217,425399,226971,64,53
2023-07,1960,735,942,425339,226930,60,41
2023-08,1960,735,1264,425279,226875,60,55
2023-09,1960,735,1057,425219,226829,60,46
2023-10,1960,760,896,425157,226790,62,39
2023-11,1960,453,988,425120,226747,37,43
2023-12,1960,686,1081,425064,226700,56,47
2023-13,1960,417,1150,425030,226650,34,50
2023-14,1960,564,874,424984,226612,46,38
2023-15,1960,723,1012,424925,226568,59,44
2023-16,1960,539,1127,424881,226519,44,49
2023-17,1960,675,1105,424826,226471,55,48
2023-18,1960,773,1128,424763,226422,63,49
2023-19,1960,540,1013,424719,226378,44,44
2023-20,1960,552,1013,424674,226334,45,44
2023-21,1960,491,967,424634,226292,40,42
2023-22,1960,503,991,424593,226249,41,43
2023-23,1960,405,875,424560,226211,33,38
2023-24,1960,601,945,424511,226170,49,41
2023-25,1960,491,645,424471,226142,40,28
2023-26,1960,589,1291,424423,226086,48,56
2023-27,1960,737,1153,424363,226036,60,50
2023-28,1960,663,807,424309,226001,54,35
2023-29,1960,479,969,424270,225959,39,42
2023-30,1960,553,830,424225,225923,45,36
2023-31,1960,516,1269,424183,225868,42,55
2023-32,1960,663,785,424129,225834,54,34
2023-33,1960,540,1154,424085,225784,44,50
2023-34,1960,577,923,424038,225744,47,40
2023-35,1960,688,831,423982,225708,56,36
2023-36,1960,627,1155,423931,225658,51,50
2023-37,1960,590,901,423883,225619,48,39
2023-38,1960,565,901,423837,225580,46,39
2023-39,1960,553,1086,423792,225533,45,47
2023-40,1960,479,1040,423753,225488,39,45
2023-41,1960,910,1110,423679,225440,74,48
2023-42,1960,603,902,423630,225401,49,39
2023-43,1960,664,1087,423576,225354,54,47
2023-44,1960,566,1134,423530,225305,46,49
2023-45,1960,591,1388,423482,225245,48,60
2023-46,1960,788,1134,423418,225196,64,49
2023-47,1960,665,1018,423364,225152,54,44
2023-48,1960,837,926,423296,225112,68,40
2023-49,1960,788,1204,423232,225060,64,52
