week,born,vax_cmr,unvax_cmr,vax_alive_start,unvax_alive_start,vax_dead_week,unvax_dead_week
2023-35,1995,0,11,86137,439026,0,1
2023-36,1995,0,35,86137,439023,0,3
2023-37,1995,0,23,86137,439021,0,2
2023-38,1995,181,0,86134,439021,3,0
2023-39,1995,0,59,86134,439016,0,5
2023-40,1995,0,47,86134,439012,0,4
2023-41,1995,0,23,86134,439010,0,2
2023-42,1995,60,71,86133,439004,1,6
2023-43,1995,60,59,86132,438999,1,5
2023-44,1995,60,23,86131,438997,1,2
2023-45,1995,181,35,86128,438994,3,3
2023-46,1995,60,71,86127,438988,1,6
2023-47,1995,0,35,86127,438985,0,3
2023-48,1995,60,0,86126,438985,1,0
2023-49,1995,60,11,86125,438984,1,1
2023-50,1995,0,71,86125,438978,0,6
2023-51,1995,0,47,86125,438974,0,4
2023-52,1995,0,59,86125,438969,0,5
2024-01,1995,60,47,86124,438965,1,4
2024-02,1995,0,23,86124,438963,0,2
2024-03,1995,60,35,86123,438960,1,3
2024-04,1995,60,83,86122,438953,1,7
2024-05,1995,0,35,86122,438950,0,3
2024-06,1995,181,95,86119,438942,3,8
2024-07,1995,60,71,86118,438936,1,6
2024-08,1995,60,23,86117,438934,1,2
2024-09,1995,0,11,86117,438933,0,1
2024-10,1995,0,23,86117,438931,0,2
2024-11,1995,0,23,86117,438929,0,2
2024-12,1995,60,47,86116,438925,1,4
2024-13,1995,0,59,86116,438920,0,5
2024-14,1995,0,23,86116,438918,0,2
2024-15,1995,60,23,86115,438916,1,2
2024-16,1995,0,35,86115,438913,0,3
2024-17,1995,0,35,86115,438910,0,3
2024-18,1995,60,71,86114,438904,1,6
2024-19,1995,0,59,86114,438899,0,5
2024-20,1995,60,23,86113,438897,1,2
2024-21,1995,242,23,86109,438895,4,2
2024-22,1995,302,11,86104,438894,5,1
2024-23,1995,60,11,86103,438893,1,1
2024-25,1995,121,23,86101,438891,2,2
2024-26,1995,0,83,86101,438884,0,7
2024-27,1995,0,11,86101,438883,0,1
2024-28,1995,0,35,86101,438880,0,3
2024-29,1995,0,47,86101,438876,0,4
2024-30,1995,60,47,86100,438872,1,4
2024-31,1995,0,71,86100,438866,0,6
2024-32,1995,121,23,86098,438864,2,2
2024-33,1995,60,35,86097,438861,1,3
2024-34,1995,0,23,86097,438859,0,2
2024-35,1995,60,35,86096,438856,1,3
2024-36,1995,0,11,86096,438855,0,1
2024-37,1995,0,35,86096,438852,0,3
2024-39,1995,0,11,86096,438851,0,1
2021-24,2000,0,22,50483,460914,0,2
2021-25,2000,0,22,50483,460912,0,2
2021-26,2000,103,33,50482,460909,1,3
2021-27,2000,103,45,50481,460905,1,4
2021-28,2000,0,22,50481,460903,0,2
2021-30,2000,103,45,50480,460899,1,4
2021-31,2000,0,11,50480,460898,0,1
2021-32,2000,103,56,50479,460893,1,5
2021-33,2000,309,11,50476,460892,3,1
2021-34,2000,206,33,50474,460889,2,3
2021-35,2000,103,56,50473,460884,1,5
2021-36,2000,0,22,50473,460882,0,2
2021-37,2000,0,33,50473,460879,0,3
2021-38,2000,0,33,50473,460876,0,3
2021-39,2000,103,22,50472,460874,1,2
2021-40,2000,103,45,50471,460870,1,4
2021-41,2000,103,45,50470,460866,1,4
2021-42,2000,0,11,50470,460865,0,1
2021-43,2000,0,11,50470,460864,0,1
2021-44,2000,0,11,50470,460863,0,1
2021-45,2000,0,33,50470,460860,0,3
2021-46,2000,103,33,50469,460857,1,3
2021-47,2000,0,45,50469,460853,0,4
2021-48,2000,0,33,50469,460850,0,3
2021-49,2000,0,33,50469,460847,0,3
2021-50,2000,0,22,50469,460845,0,2
2021-51,2000,103,11,50468,460844,1,1
2021-52,2000,103,22,50467,460842,1,2
2022-02,2000,103,45,50466,460838,1,4
2022-03,2000,0,22,50466,460836,0,2
2022-04,2000,103,22,50465,460834,1,2
2022-05,2000,0,33,50465,460831,0,3
2022-06,2000,103,45,50464,460827,1,4
2022-07,2000,103,22,50463,460825,1,2
2022-08,2000,0,33,50463,460822,0,3
2022-09,2000,206,33,50461,460819,2,3
2022-10,2000,0,11,50461,460818,0,1
2022-11,2000,103,45,50460,460814,1,4
2022-12,2000,206,56,50458,460809,2,5
2022-13,2000,0,67,50458,460803,0,6
2022-14,2000,206,22,50456,460801,2,2
2022-15,2000,0,33,50456,460798,0,3
2022-16,2000,103,45,50455,460794,1,4
2022-17,2000,206,90,50453,460786,2,8
2022-18,2000,0,90,50453,460778,0,8
2022-20,2000,0,33,50453,460775,0,3
2022-21,2000,0,11,50453,460774,0,1
2022-22,2000,0,45,50453,460770,0,4
2022-23,2000,0,33,50453,460767,0,3
2022-24,2000,0,22,50453,460765,0,2
2022-25,2000,0,22,50453,460763,0,2
2022-26,2000,0,33,50453,460760,0,3
2022-27,2000,103,56,50452,460755,1,5
2022-28,2000,0,45,50452,460751,0,4
2022-29,2000,103,22,50451,460749,1,2
2022-30,2000,0,67,50451,460743,0,6
2022-31,2000,103,56,50450,460738,1,5
2022-32,2000,0,67,50450,460732,0,6
2022-33,2000,0,45,50450,460728,0,4
2022-34,2000,206,45,50448,460724,2,4
2022-35,2000,0,33,50448,460721,0,3
2022-36,2000,103,33,50447,460718,1,3
2022-37,2000,103,22,50446,460716,1,2
2022-38,2000,206,67,50444,460710,2,6
2022-39,2000,0,33,50444,460707,0,3
2022-40,2000,103,79,50443,460700,1,7
2022-41,2000,103,45,50442,460696,1,4
2022-42,2000,0,45,50442,460692,0,4
2022-43,2000,103,45,50441,460688,1,4
2022-44,2000,310,56,50438,460683,3,5
2022-45,2000,0,45,50438,460679,0,4
2022-46,2000,103,45,50437,460675,1,4
2022-47,2000,0,45,50437,460671,0,4
2022-48,2000,0,45,50437,460667,0,4
2022-49,2000,0,11,50437,460666,0,1
2022-50,2000,206,33,50435,460663,2,3
2022-51,2000,206,11,50433,460662,2,1
2022-52,2000,206,45,50431,460658,2,4
2023-01,2000,0,56,50431,460653,0,5
2023-02,2000,0,22,50431,460651,0,2
2023-03,2000,206,22,50429,460649,2,2
2023-04,2000,103,22,50428,460647,1,2
2023-05,2000,0,22,50428,460645,0,2
2023-06,2000,0,67,50428,460639,0,6
2023-07,2000,0,22,50428,460637,0,2
2023-08,2000,0,56,50428,460632,0,5
2023-09,2000,0,79,50428,460625,0,7
2023-10,2000,310,45,50425,460621,3,4
2023-11,2000,0,33,50425,460618,0,3
2023-12,2000,0,22,50425,460616,0,2
2023-13,2000,0,11,50425,460615,0,1
2023-14,2000,0,33,50425,460612,0,3
2023-15,2000,0,45,50425,460608,0,4
2023-16,2000,0,11,50425,460607,0,1
2023-17,2000,0,11,50425,460606,0,1
2023-18,2000,0,22,50425,460604,0,2
2023-19,2000,0,33,50425,460601,0,3
2023-20,2000,0,22,50425,460599,0,2
2023-21,2000,206,45,50423,460595,2,4
2023-22,2000,103,56,50422,460590,1,5
2023-23,2000,0,22,50422,460588,0,2
2023-24,2000,0,11,50422,460587,0,1
2023-25,2000,0,90,50422,460579,0,8
2023-26,2000,0,22,50422,460577,0,2
2023-27,2000,103,90,50421,460569,1,8
2023-28,2000,103,22,50420,460567,1,2
2023-29,2000,103,33,50419,460564,1,3
2023-30,2000,103,22,50418,460562,1,2
2023-31,2000,103,22,50417,460560,1,2
2023-32,2000,0,33,50417,460557,0,3
2023-33,2000,206,33,50415,460554,2,3
2023-34,2000,0,67,50415,460548,0,6
2023-35,2000,0,33,50415,460545,0,3
2023-36,2000,103,22,50414,460543,1,2
2023-37,2000,103,56,50413,460538,1,5
2023-38,2000,206,67,50411,460532,2,6
2023-40,2000,103,33,50410,460529,1,3
2023-41,2000,103,45,50409,460525,1,4
2023-42,2000,0,22,50409,460523,0,2
2023-43,2000,0,11,50409,460522,0,1
2023-44,2000,103,22,50408,460520,1,2
2023-45,2000,0,56,50408,460515,0,5
2023-46,2000,0,22,50408,460513,0,2
2023-47,2000,0,45,50408,460509,0,4
2023-48,2000,0,67,50408,460503,0,6
2023-49,2000,103,33,50407,460500,1,3
2023-50,2000,0,11,50407,460499,0,1
2023-51,2000,0,33,50407,460496,0,3
2023-52,2000,0,11,50407,460495,0,1
2024-01,2000,0,33,50407,460492,0,3
2024-02,2000,0,45,50407,460488,0,4
2024-03,2000,103,22,50406,460486,1,2
2024-04,2000,103,22,50405,460484,1,2
2024-05,2000,103,56,50404,460479,1,5
2024-06,2000,103,11,50403,460478,1,1
2024-07,2000,0,22,50403,460476,0,2
2024-08,2000,206,33,50401,460473,2,3
2024-09,2000,0,22,50401,460471,0,2
2024-10,2000,0,11,50401,460470,0,1
2024-11,2000,0,11,50401,460469,0,1
2024-12,2000,0,11,50401,460468,0,1
2024-13,2000,0,22,50401,460466,0,2
2024-14,2000,0,33,50401,460463,0,3
2024-15,2000,103,33,50400,460460,1,3
2024-16,2000,103,33,50399,460457,1,3
2024-17,2000,103,33,50398,460454,1,3
2024-18,2000,0,33,50398,460451,0,3
2024-19,2000,0,45,50398,460447,0,4
2024-20,2000,0,56,50398,460442,0,5
2024-21,2000,0,56,50398,460437,0,5
2024-22,2000,0,11,50398,460436,0,1
2024-23,2000,0,11,50398,460435,0,1
2024-24,2000,0,56,50398,460430,0,5
2024-25,2000,0,45,50398,460426,0,4
2024-26,2000,0,45,50398,460422,0,4
2024-27,2000,206,11,50396,460421,2,1
2024-28,2000,103,45,50395,460417,1,4
2024-29,2000,0,22,50395,460415,0,2
2024-30,2000,0,33,50395,460412,0,3
2024-31,2000,0,56,50395,460407,0,5
2024-32,2000,0,56,50395,460402,0,5
2024-33,2000,0,33,50395,460399,0,3
2024-34,2000,0,22,50395,460397,0,2
2024-35,2000,103,33,50394,460394,1,3
2024-37,2000,103,0,50393,460394,1,0
2024-38,2000,0,22,50393,460392,0,2
2024-39,2000,0,11,50393,460391,0,1
2024-40,2000,0,11,50393,460390,0,1
2021-24,all_ages,943,997,5072695,4370158,918,836
2021-25,all_ages,955,867,5071766,4369431,929,727
2021-26,all_ages,904,859,5070886,4368711,880,720
2021-27,all_ages,910,916,5070001,4367943,885,768
2021-28,all_ages,1048,836,5068982,4367242,1019,701
2021-29,all_ages,1006,843,5068004,4366536,978,706
2021-30,all_ages,1134,839,5066902,4365833,1102,703
2021-31,all_ages,1024,777,5065907,4365182,995,651
2021-32,all_ages,1064,831,5064873,4364486,1034,696
2021-33,all_ages,1051,813,5063852,4363805,1021,681
2021-34,all_ages,1064,776,5062818,4363155,1034,650
2021-35,all_ages,1099,762,5061751,4362517,1067,638
2021-36,all_ages,1147,772,5060637,4361871,1114,646
2021-37,all_ages,1151,847,5059520,4361162,1117,709
2021-38,all_ages,1130,845,5058423,4360455,1097,707
2021-39,all_ages,1156,800,5057301,4359786,1122,669
2021-40,all_ages,1223,801,5056115,4359116,1186,670
2021-41,all_ages,1227,864,5054925,4358393,1190,723
2021-42,all_ages,1289,899,5053675,4357641,1250,752
2021-43,all_ages,1425,1013,5052294,4356794,1381,847
2021-44,all_ages,1458,1106,5050881,4355870,1413,924
2021-45,all_ages,1515,1265,5049413,4354813,1468,1057
2021-46,all_ages,1530,1461,5047931,4353593,1482,1220
2021-47,all_ages,1670,1502,5046314,4352339,1617,1254
2021-48,all_ages,1711,1575,5044658,4351024,1656,1315
2021-49,all_ages,1718,1619,5042996,4349673,1662,1351
2021-50,all_ages,1561,1513,5041486,4348411,1510,1262
2021-51,all_ages,1468,1379,5040067,4347261,1419,1150
2021-52,all_ages,1394,1332,5038719,4346150,1348,1111
2022-01,all_ages,1291,1219,5037471,4345134,1248,1016
2022-02,all_ages,1344,1147,5036172,4344178,1299,956
2022-03,all_ages,1291,1015,5034925,4343332,1247,846
2022-04,all_ages,1307,997,5033663,4342501,1262,831
2022-05,all_ages,1442,1130,5032271,4341560,1392,941
2022-06,all_ages,1480,1140,5030843,4340611,1428,949
2022-07,all_ages,1436,1139,5029457,4339663,1386,948
2022-08,all_ages,1399,1073,5028107,4338770,1350,893
2022-09,all_ages,1313,1057,5026841,4337890,1266,880
2022-10,all_ages,1340,1015,5025549,4337045,1292,845
2022-11,all_ages,1336,939,5024261,4336264,1288,781
2022-12,all_ages,1410,1010,5022902,4335424,1359,840
2022-13,all_ages,1477,999,5021479,4334593,1423,831
2022-14,all_ages,1417,950,5020114,4333803,1365,790
2022-15,all_ages,1410,851,5018756,4333095,1358,708
2022-16,all_ages,1442,824,5017368,4332410,1388,685
2022-17,all_ages,1410,832,5016011,4331718,1357,692
2022-18,all_ages,1360,859,5014703,4331004,1308,714
2022-19,all_ages,1350,839,5013405,4330307,1298,697
2022-20,all_ages,1283,721,5012171,4329708,1234,599
2022-21,all_ages,1195,682,5011022,4329141,1149,567
2022-22,all_ages,1301,702,5009772,4328558,1250,583
2022-23,all_ages,1295,766,5008528,4327922,1244,636
2022-24,all_ages,1233,710,5007343,4327332,1185,590
2022-25,all_ages,1224,711,5006167,4326742,1176,590
2022-26,all_ages,1355,771,5004866,4326102,1301,640
2022-27,all_ages,1178,681,5003735,4325537,1131,565
2022-28,all_ages,1193,733,5002590,4324929,1145,608
2022-29,all_ages,1501,787,5001150,4324276,1440,653
2022-30,all_ages,1334,787,4999870,4323623,1280,653
2022-31,all_ages,1427,761,4998502,4322992,1368,631
2022-32,all_ages,1360,807,4997198,4322323,1304,669
2022-33,all_ages,1380,784,4995875,4321673,1323,650
2022-34,all_ages,1299,779,4994630,4321027,1245,646
2022-35,all_ages,1332,679,4993354,4320464,1276,563
2022-36,all_ages,1328,837,4992082,4319770,1272,694
2022-37,all_ages,1440,758,4990703,4319142,1379,628
2022-38,all_ages,1461,818,4989305,4318464,1398,678
2022-39,all_ages,1466,876,4987902,4317738,1403,726
2022-40,all_ages,1490,904,4986477,4316989,1425,749
2022-41,all_ages,1402,913,4985136,4316233,1341,756
2022-42,all_ages,1487,810,4983714,4315562,1422,671
2022-43,all_ages,1456,774,4982322,4314921,1392,641
2022-44,all_ages,1354,765,4981028,4314288,1294,633
2022-45,all_ages,1485,765,4979609,4313655,1419,633
2022-46,all_ages,1468,750,4978207,4313034,1402,621
2022-47,all_ages,1457,804,4976816,4312369,1391,665
2022-48,all_ages,1582,828,4975306,4311684,1510,685
2022-49,all_ages,1545,849,4973832,4310982,1474,702
2022-50,all_ages,1799,923,4972116,4310219,1716,763
2022-51,all_ages,1957,989,4970250,4309401,1866,818
2022-52,all_ages,1993,1120,4968351,4308475,1899,926
2023-01,all_ages,1880,955,4966560,4307686,1791,789
2023-02,all_ages,1695,897,4964946,4306945,1614,741
2023-03,all_ages,1678,845,4963348,4306247,1598,698
2023-04,all_ages,1533,773,4961889,4305608,1459,639
2023-05,all_ages,1527,787,4960436,4304958,1453,650
2023-06,all_ages,1492,759,4959017,4304331,1419,627
2023-07,all_ages,1559,775,4957534,4303691,1483,640
2023-08,all_ages,1506,767,4956102,4303058,1432,633
2023-09,all_ages,1514,769,4954663,4302423,1439,635
2023-10,all_ages,1589,730,4953153,4301820,1510,603
2023-11,all_ages,1449,754,4951776,4301198,1377,622
2023-12,all_ages,1479,728,4950371,4300597,1405,601
2023-13,all_ages,1426,721,4949017,4300002,1354,595
2023-14,all_ages,1392,722,4947696,4299406,1321,596
2023-15,all_ages,1542,703,4946233,4298826,1463,580
2023-16,all_ages,1438,676,4944869,4298268,1364,558
2023-17,all_ages,1397,663,4943544,4297721,1325,547
2023-18,all_ages,1372,749,4942243,4297103,1301,618
2023-19,all_ages,1359,644,4940955,4296572,1288,531
2023-20,all_ages,1326,673,4939698,4296017,1257,555
2023-21,all_ages,1310,657,4938457,4295475,1241,542
2023-22,all_ages,1314,625,4937212,4294960,1245,515
2023-23,all_ages,1298,644,4935983,4294429,1229,531
2023-24,all_ages,1299,660,4934753,4293885,1230,544
2023-25,all_ages,1407,687,4933421,4293319,1332,566
2023-26,all_ages,1244,670,4932244,4292767,1177,552
2023-27,all_ages,1320,651,4930995,4292231,1249,536
2023-28,all_ages,1408,652,4929663,4291694,1332,537
2023-29,all_ages,1330,628,4928405,4291177,1258,517
2023-30,all_ages,1292,603,4927184,4290680,1221,497
2023-31,all_ages,1272,604,4925982,4290183,1202,497
2023-32,all_ages,1359,640,4924698,4289656,1284,527
2023-33,all_ages,1400,736,4923376,4289050,1322,606
2023-34,all_ages,1523,661,4921938,4288506,1438,544
2023-35,all_ages,1330,588,4920682,4288022,1256,484
2023-36,all_ages,1303,627,4919452,4287506,1230,516
2023-37,all_ages,1326,639,4918201,4286980,1251,526
2023-38,all_ages,1370,650,4916909,4286445,1292,535
2023-39,all_ages,1315,652,4915669,4285909,1240,536
2023-40,all_ages,1341,738,4914405,4285302,1264,607
2023-41,all_ages,1588,703,4912908,4284724,1497,578
2023-42,all_ages,1507,718,4911488,4284134,1420,590
2023-43,all_ages,1521,713,4910055,4283548,1433,586
2023-44,all_ages,1448,696,4908691,4282976,1364,572
2023-45,all_ages,1479,742,4907299,4282366,1392,610
2023-46,all_ages,1579,735,4905813,4281762,1486,604
2023-47,all_ages,1583,747,4904324,4281148,1489,614
2023-48,all_ages,1625,764,4902796,4280520,1528,628
2023-49,all_ages,1690,830,4901207,4279838,1589,682
2023-50,all_ages,1717,745,4899593,4279226,1614,612
2023-51,all_ages,1678,833,4898016,4278542,1577,684
2023-52,all_ages,1728,834,4896393,4277857,1623,685
2024-01,all_ages,1565,822,4894923,4277182,1470,675
2024-02,all_ages,1558,729,4893460,4276584,1463,598
2024-03,all_ages,1567,784,4891989,4275941,1471,643
2024-04,all_ages,1664,772,4890428,4275308,1561,633
2024-05,all_ages,1607,747,4888921,4274695,1507,613
2024-06,all_ages,1805,813,4887229,4274028,1692,667
2024-07,all_ages,1577,722,4885751,4273436,1478,592
2024-08,all_ages,1561,676,4884288,4272882,1463,554
2024-09,all_ages,1473,630,4882908,4272365,1380,517
2024-10,all_ages,1369,687,4881626,4271802,1282,563
2024-11,all_ages,1406,628,4880310,4271287,1316,515
2024-12,all_ages,1340,633,4879056,4270768,1254,519
2024-13,all_ages,1458,626,4877692,4270255,1364,513
2024-14,all_ages,1445,603,4876340,4269761,1352,494
2024-15,all_ages,1327,654,4875099,4269225,1241,536
2024-16,all_ages,1334,652,4873852,4268691,1247,534
2024-17,all_ages,1294,561,4872642,4268231,1210,460
2024-18,all_ages,1365,593,4871366,4267745,1276,486
2024-19,all_ages,1292,582,4870159,4267268,1207,477
2024-20,all_ages,1303,608,4868942,4266770,1217,498
2024-21,all_ages,1370,609,4867663,4266271,1279,499
2024-22,all_ages,1325,619,4866426,4265764,1237,507
2024-23,all_ages,1292,578,4865220,4265291,1206,473
2024-24,all_ages,1266,539,4864039,4264850,1181,441
2024-25,all_ages,1383,632,4862749,4264333,1290,517
2024-26,all_ages,1391,566,4861452,4263870,1297,463
2024-27,all_ages,1128,538,4860400,4263430,1052,440
2024-28,all_ages,1279,576,4859208,4262959,1192,471
2024-29,all_ages,1149,521,4858137,4262533,1071,426
2024-30,all_ages,1208,566,4857011,4262070,1126,463
2024-31,all_ages,1128,545,4855960,4261624,1051,446
2024-32,all_ages,1110,515,4854926,4261203,1034,421
2024-33,all_ages,1004,478,4853991,4260812,935,391
2024-34,all_ages,1017,438,4853044,4260454,947,358
2024-35,all_ages,1015,452,4852099,4260084,945,370
2024-36,all_ages,669,279,4851476,4259856,623,228
2024-37,all_ages,692,297,4850832,4259613,644,243
2024-38,all_ages,514,213,4850353,4259439,479,174
2024-39,all_ages,437,213,4849946,4259265,407,174
2024-40,all_ages,190,96,4849769,4259186,177,79
2024-41,all_ages,24,23,4849746,4259167,23,19
